Author,Filename,Touched on,90
Scott Alexander-Bown,app/src/main/java/com/scottyab/rootchecker/util/QLog.java,2015-06-19T09:05:10Z
Scott Alexander-Bown,app/src/androidTest/java/com/scottyab/rootchecker/ApplicationTest.java,2015-06-19T09:05:10Z
Scott Alexander-Bown,.idea/vcs.xml,2015-06-19T09:05:10Z
Scott Alexander-Bown,.idea/copyright/profiles_settings.xml,2015-06-19T09:05:10Z
Scott Alexander-Bown,.idea/compiler.xml,2015-06-19T09:05:10Z
Scott Alexander-Bown,.idea/.name,2015-06-19T09:05:10Z
Matthew Rollings,app/src/main/jniLibs/armeabi-v7a/libroot-checker.so,2015-06-19T10:09:22Z
Matthew Rollings,app/jni/rootChecker.h,2015-06-19T10:09:22Z
Matthew Rollings,app/jni/rootChecker.cpp,2015-06-19T10:09:22Z
Matthew Rollings,app/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-19T11:06:02Z
Matthew Rollings,app/jni/toolChecker.h,2015-06-19T11:06:02Z
Matthew Rollings,app/jni/toolChecker.cpp,2015-06-19T11:06:02Z
Scott Alexander-Bown,app/src/main/jniLibs/armeabi-v7a/libtool-checker.so,2015-06-19T17:21:37Z
Scott Alexander-Bown,app/src/main/jniLibs/armeabi-v7a/libroot-checker.so,2015-06-19T17:21:37Z
Scott Alexander-Bown,app/jni/toolChecker.h,2015-06-19T17:21:37Z
Scott Alexander-Bown,app/jni/toolChecker.cpp,2015-06-19T17:21:37Z
Matthew Rollings,app/src/main/java/com/scottyab/rootchecker/Const.java,2015-06-26T14:32:45Z
Scott Alexander-Bown,rootbeerlib/src/main/res/values/strings.xml,2015-06-26T15:50:40Z
Scott Alexander-Bown,rootbeerlib/src/main/jniLibs/armeabi-v7a/libroot-checker.so,2015-06-26T15:50:40Z
Scott Alexander-Bown,rootbeerlib/jni/Android.mk,2015-06-26T15:50:40Z
Matthew Rollings,rootbeerlib/src/main/jniLibs/armeabi-v7a/libroot-checker.so,2015-06-26T16:00:20Z
Scott Alexander-Bown,app/src/main/res/drawable-xxhdpi/ic_action_github.png,2015-06-29T13:06:14Z
Scott Alexander-Bown,app/src/main/res/drawable-xhdpi/ic_action_github.png,2015-06-29T13:06:14Z
Scott Alexander-Bown,app/src/main/res/drawable-hdpi/ic_action_github.png,2015-06-29T13:06:14Z
Scott Alexander-Bown,art/root_beer_icon.svg,2015-06-30T12:58:32Z
Matthew Rollings,rootbeerlib/jni/Application.mk,2015-06-30T13:03:45Z
Matthew Rollings,art/root_beer_icon.svg,2015-06-30T13:04:08Z
Scott Alexander-Bown,rootbeerlib/jni/Application.mk,2015-06-30T14:14:20Z
Scott Alexander-Bown,art/rootbeerjesus.png,2015-06-30T15:31:31Z
Scott Alexander-Bown,art/ss_no_root_pass.png,2015-09-16T12:37:52Z
Scott Alexander-Bown,art/ss_info.png,2015-09-16T12:37:52Z
Scott Alexander-Bown,art/ss-got-root-fail.png,2015-09-16T12:37:52Z
Scott Alexander-Bown,art/rootbeer-icon-playstore.png,2015-09-16T12:37:52Z
Scott Alexander-Bown,art/RootBeer-feature-graphic.png,2015-09-16T12:37:52Z
Andy Barber,app/src/main/res/drawable/pint_glass.png,2016-07-01T14:40:45Z
Andy Barber,app/src/main/res/drawable-xxxhdpi/ic_lock_open_white_24dp.png,2016-07-01T14:40:45Z
Andy Barber,app/src/main/res/drawable-xxxhdpi/ic_info_outline_white_36dp.png,2016-07-01T14:40:45Z
Andy Barber,app/src/main/res/drawable-xxxhdpi/ic_info_outline_white_24dp.png,2016-07-01T14:40:45Z
Andy Barber,app/src/main/res/drawable-xxxhdpi/ic_info_outline_white_18dp.png,2016-07-01T14:40:45Z
Andy Barber,app/src/main/res/drawable-xxhdpi/ic_lock_open_white_24dp.png,2016-07-01T14:40:45Z
Andy Barber,app/src/main/res/drawable-xxhdpi/ic_info_outline_white_36dp.png,2016-07-01T14:40:45Z
Andy Barber,app/src/main/res/drawable-xxhdpi/ic_info_outline_white_24dp.png,2016-07-01T14:40:45Z
Andy Barber,app/src/main/res/drawable-xxhdpi/ic_info_outline_white_18dp.png,2016-07-01T14:40:45Z
Andy Barber,app/src/main/res/drawable-xxhdpi/ic_action_github.png,2016-07-01T14:40:45Z
